,name,fulladdr,municipality,agency,agencytype,phone,agencyurl,operhours,Instructions,status,drive_through,appt_only,referral_required,services_offered_onsite,call_first,virtual_screening,health_dept_url,State,county,type_of_test,facility_type
11177,Commwell Health Shallotte,"341 Whiteville Rd., NW, Shallotte, NC 28470",Shallotte,Commwell Health,Non Profit,810-567-7114,https://www.commwellhealth.org/blog/covid-testing-locations-and-schedule-commwell-health,July 2: 8:30 am - 12:30 pm,"No Out-of-Pocket Cost / La Prueba es Gratis
You Do Not Have To Exhibit Any Symptoms / No tiene que tener síntomas para recibir la prueba
Testing Available To All Ages / La prueba es para todas edades",Closed,Yes,No,No,testing only,No,No,,NC,Brunswick,molecular,Clinic
11178,St Amanda Baptist Church,"457 Old Drug Store Rd., Garner, NC 27529",Garner,CommWell Health,Non Profit,910-567-7114,https://www.commwellhealth.org/blog/covid-testing-locations-and-schedule-commwell-health,June 30: 10 am - 3pm,"No Out-of-Pocket Cost / La Prueba es Gratis
You Do Not Have To Exhibit Any Symptoms / No tiene que tener síntomas para recibir la prueba
Testing Available To All Ages / La prueba es para todas edades",Closed,Yes,No,No,testing only,No,No,,NC,Johnston,molecular,Outdoor
11179,CommWell Health McGee's Crossroads,"70 Crepe Myrtle Drive Suite 104, Benson, NC 27504",Benson,CommWell Health,Non Profit,910-567-7114,https://www.commwellhealth.org/blog/covid-testing-locations-and-schedule-commwell-health,Call for an appointment,Call our CommWell Health COVID-19 Helpline at 910-567-7114 for testing information.,Open,No,Yes,,screening and testing,Yes,Available,,NC,Johnston,molecular,Clinic
11181,CommWell Health Harrells,"194 Tomahawk Highway, Harrells, NC 28444",Harrells,CommWell Health,Non Profit,910-567-7114,https://www.commwellhealth.org/blog/covid-testing-locations-and-schedule-commwell-health,,Call our CommWell Health COVID-19 Helpline at 910-567-7114 for testing information,Open,,Yes,,testing only,Yes,,,NC,Sampson,molecular,Clinic
11182,Green Valley Campus,"801 Green Valley Road, Greensboro, NC",Greensboro,Cone Health,Private,,https://www.conehealth.com/covid-19-information/,8 am to 4 pm By appointment,"Cone Health is currently offering testing in Alamance, Guilford and Rockingham counties for individuals the fall under specific criteria:

Patients 65 years of age and older with symptoms
Patients with underlying conditions with symptoms
First responders with symptoms
Asymptomatic patients from intrinsically risky/high density environments
Asymptomatic COVID convalescent plasma donors",Open,No,Yes,,screening and testing,Yes,Available,,NC,Guilford,molecular,Medical Center
11183,Cone Health Covid-19 Testing Mount Zion Greensboro,"1301 Alamance Church Rd, Greensboro, North Carolina 27406",Greensboro,Cone Health,Private,,https://www.facebook.com/events/268251637823869/,"Wednesday in July Only July 1st, 8th, 15th, 22nd, 29th 11 am to 2 pm","Drive-up and Walk-up Testing (While Supplies Last) - No Appointment Needed
First come, first served. We have a limited number of tests. Testing is available regardless of insurance status",Open,Yes,No,No,testing only,No,,,NC,,molecular,Outdoor
11185,East Henderson High School,"150 Eagle Pride Dr, East Flat Rock, NC, 28726, USA",Flat Rock,Henderson County Department of Public Health,Municipal,,https://www.hendersoncountync.gov/health/page/public-health-advisory-coronavirus-covid-19,"Tuesday, July 14, 2020 / 9 a.m. - 3 p.m.",All are welcome. Testing will be available for people who are experiencing symptoms or who have had close contact with someone who has tested positive and people who are not experiencing symptoms of COVID-19 who wish to be tested.,Closed,No,No,No,testing only,No,No,https://www.hendersoncountync.gov/health/page/public-health-advisory-coronavirus-covid-19,NC,Henderson,molecular,Non-medical Facility
11186,Mill Branch Baptist Church,"10310 Hwy 130 Bypass, Fairmont, NC 28340",Fairmont,CORE Response Team,Non Profit,,https://robeson.curativeinc.com/welcome,July 31st & Aug 1st by appointment,Go to the website to register,Scheduled to Open,Yes,Yes,,testing only,,,,NC,Robeson,molecular,Outdoor
11187,Providence Baptist Church,"1106 Tuscaloosa Street, Greensboro, NC 27406",Greensboro,,,(704) 225-6288,,July 2nd 10 am to 2 pm,Call for more information. Pop-up testing event,Closed,Yes,,,testing only,Yes,,,NC,Guilford,molecular and antibody,Outdoor
11189,RB Dean/Townsend Middle School,"105 W Carolina Street, Maxton, NC",Maxton,CORE Response,Non Profit,,https://robeson.curativeinc.com/welcome,July 24th & 25th 10 am to 1 pm by appointment,Go to the website to register,Scheduled to Open,Yes,Yes,,testing only,,,,NC,Robeson,molecular,Non-medical Facility
11197,Martin County Health Center,"210 West Liberty Street, Williamston, NC 27892",Williamston,Martin-Tyrrell-Washington District Health,Regional,252.793.1619,https://mtwdistricthealth.org/,Monday – Friday; 8:00 a.m. – 5:00 p.m.,Call 252-793-3023 to schedule an appointment.,Open,No,Yes,No,screening and testing,Yes,No,https://mtwdistricthealth.org/2019-novel-coronavirus-covid-19/,NC,Martin,molecular,Public Health Department
11198,Washington County Health Center,"198 NC Highway 45 North, Plymouth, NC",Plymouth,Martin-Tyrrell-Washington District Health,Regional,252.793.3023,https://mtwdistricthealth.org/,Monday – Friday; 8:00 a.m. – 5:00 p.m.,Call 252-793-3023 to schedule an appointment.,Open,,Yes,No,screening and testing,Yes,No,https://mtwdistricthealth.org/,NC,Washington,molecular,Public Health Department
11199,Tyrrell County Health Center,"408 Bridge Street, Columbia, NC 27925",Columbia,Martin-Tyrrell-Washington District Health,Regional,252.793.1750,https://mtwdistricthealth.org/,Monday – Friday; 8:00 a.m. – 5:00 p.m.,Call 252-793-3023 to schedule an appointment.,Open,,Yes,No,screening and testing,Yes,No,https://mtwdistricthealth.org/,NC,Tyrrell,molecular,Public Health Department
11200,East Burke Middle School,"3519 Miller Bridge Rd, Connelly Springs, NC 28612",Connelly Springs,Burke County Health Department,County,764-9388,https://www.burkenc.org/CivicAlerts.aspx?AID=329,"9am – 3pm on Wednesday, June 3rd","Please do not line up early, gates will open at 9am and be closed at 2:30pm. Please follow directions as you may be in your car for a long period of time. There will be no access to any bathrooms during this testing clinic.

For more information contact 764-9388.",Closed,,No,No,screening and testing,No,No,https://www.burkenc.org/2472/Coronavirus-Disease-2019,NC,Burke,molecular,Outdoor
11201,Urgent Care of Mountain View,"60 2nd Ave SW, Taylorsville, NC 28681",Taylorsville,Urgent Care of Mountain View,Private,828-330-2103,https://www.urgentcareofmountainview.com/,Mon- Sat 9am - 9pm; Sun 10am - 6pm,Please call the location you plan to attend prior to your visit.,Open,Yes,No,No,screening and testing,Yes,No,https://covid19.ncdhhs.gov/,NC,Alexander,molecular,Urgent Care
11202,Urgent Care of Mountain View,"2872 S NC 127, Hickory, NC 28602",Hickory,Urgent Care of Mountain View,Private,828-330-2103,https://www.urgentcareofmountainview.com/,Mon- Sat 9am - 9pm; Sun 10am - 6pm,Please call the location you plan to attend prior to your visit.,Open,Yes,No,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Catawba,molecular,Urgent Care
11203,Urgent Care of Mountain View,"1101 N. Green St, Morganton, NC 28655",Morganton,Urgent Care of Mountain View,Private,828-330-2103,https://www.urgentcareofmountainview.com/,Mon- Sat 9am - 9pm; Sun 10am - 6pm,Please call the location you plan to attend prior to your visit.,Open,Yes,No,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Burke,molecular,Urgent Care
11204,Urgent Care of Mountain View,"1366 Hwy 16 S, Newton, NC 28658",Newton,Urgent Care of Mountain View,Private,828-330-2103,https://www.urgentcareofmountainview.com/,"Mon- Sat 9am - 9pm, Sun 10am - 6pm",Please call the location you plan to attend prior to your visit.,Open,Yes,No,No,screening and testing,Yes,Available,https://covid19.ncdhhs.gov/,NC,Catawba,molecular,Urgent Care
11711,Farmville Community Center,"3886 S Main St, Farmville, NC 27828",Farmville,,,(252) 753-4741,https://www.pittcountync.gov/calendar.aspx?CID=46,Mondays ONLY 8:30 AM to 4:00 PM,Testing will be held on Mondays ONLY,Open,,No,No,testing only,No,No,,NC,Pitt,molecular,Other
11724,Mt Zion Missionary Baptist Church,"2020 Woodyard Road, Riegelwood, NC 28456",Rieglewood,,Non Profit,(910) 655-4298,,July 17th 9 am to 2 pm,"PROTECT YOURSELF! PROTECT YOUR FAMILY! PROTECT YOUR FRIENDS! WE ARE ALL IN THIS TOGETHER!!! TEAMWORK! COME OUT AND GET TESTED AT THE MOUNT! MARK YOUR CALENDAR, JULY 17TH!!! 9AM-2PM!! DON’T MISS THIS OPPORTUNITY!!! ITS FREE!!! NO INSURANCE REQUIRED!! ITS FREE!!",Scheduled to Open,Yes,No,No,testing only,No,No,,NC,Columbus,molecular,Outdoor
11726,Manna Church,"3744 Legion Road, Hope Mills, NC 28348",Hope Mills,Cumberland County Department of Public Health,Municipal,910-672-2545,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,July 10th 1 pm to 7 pm,Pop-Up Testing Sites -- Call (910) 672-2545 for an appointment.,Closed,Yes,Yes,,testing only,Yes,,http://www.co.cumberland.nc.us,NC,Cumberland,molecular,Outdoor
11727,School of Nursing Parking Lot,"136 Grace Black Circle, Fayetteville, NC 28301",Fayetteville,Cumberland County Department of Public Health,Municipal,910-672-2545,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,July 13th 1 pm to 7 pm,Pop-Up Testing Sites -- Call (910) 672-2545 for an appointment.,Closed,Yes,Yes,,testing only,Yes,,http://www.co.cumberland.nc.us,NC,Cumberland,molecular,Outdoor
11729,Fayetteville Urban Ministry,"701 Whitfield Street, Fayetteville, NC 28306",Fayetteville,Cumberland County Department of Public Health,Municipal,910-672-2545,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,July 14th 1 pm to 7 pm,Pop-Up Testing Sites -- Call (910) 672-2545 for an appointment.,Closed,Yes,Yes,,screening and testing,Yes,No,http://www.co.cumberland.nc.us,NC,Cumberland,molecular,Outdoor
11731,Salvation Army Downtown,"433 Robeson Street, Fayetteville, NC 28301",Fayetteville,Cumberland County Department of Health,Municipal,910-672-2545,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,July 17th 1 pm to 7 pm,Call (910) 672-2545 for an appointment.,Closed,,Yes,,testing only,Yes,No,http://www.co.cumberland.nc.us,NC,Cumberland,molecular,Outdoor
11732,Fayettevile VFW,"161 Chance Street, Fayetteville, NC 28301",Fayetteville,Cumberland County Department of Public Health,Municipal,910-672-2545,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,July 21st 1 pm to 7 pm,Pop-Up Testing Sites -- Call (910) 672-2545 for an appointment.,Scheduled to Open,,Yes,,testing only,Yes,No,http://www.co.cumberland.nc.us,NC,Cumberland,molecular,Outdoor
11733,Simon Temple AME Zion Church,"5760 Yadkin Road, Fayetteville NC 28303",Fayetteville,Cumberland County Department of Public Health,Municipal,910-672-2545,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,July 24th 1 pm to 7 pm,Pop-Up Testing Sites -- Call (910) 672-2545 for an appointment.,Scheduled to Open,Yes,Yes,,testing only,Yes,No,http://www.co.cumberland.nc.us,NC,Cumberland,molecular,Outdoor
11734,Kingdom Impact Global Ministries,"2503 Murchinson Road, Fayetteville NC 28301",Fayetteville,Cumberland Department of Public Health,Municipal,910-672-2545,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,July 28th 1 pm to 7 pm,Pop-Up Testing Sites -- Call (910) 672-2545 for an appointment.,Scheduled to Open,Yes,Yes,,testing only,Yes,No,http://www.co.cumberland.nc.us,NC,Cumberland,molecular,Outdoor
11735,Southern Regional Area Health Education Center,"1601 Owen Drive Fayetteville, NC 28304",Fayetteville,Southern Regional Area Health Education Center,Non Profit,910-678-0100,http://www.co.cumberland.nc.us/departments/public-health-group/public-health/testing-and-collection-sites,Call for an appointment,"Staff will make you a Telehealth Appointment to determine if you need to come into the office for testing. If you have COVID-19 symptoms such as fever, dry cough, shortness of breath, call (910) 678-0100",Open,,Yes,,screening and testing,Yes,Required,http://www.co.cumberland.nc.us,NC,Cumberland,molecular,Clinic
11736,Snow Hill FWB Church,"1224 Red Hill Road, Mt Olive, NC 28365",Mt Olive,Duplin County,Municipal,910-372-9151,https://www.facebook.com/pg/duplincountygov/posts/?ref=page_internal,July 23rd 4 pm to 7 pm,Please call today to schedule your drive-up time for one of the community testing events!,Scheduled to Open,Yes,Yes,,testing only,Yes,No,https://www.facebook.com/pg/duplincountygov/posts/?ref=page_internal,NC,Duplin,molecular,Outdoor
11737,Cornerstone Community Development Corp Parking Lot,"130 South Front Street, Warsaw, NC",Warsaw,Duplin County,Municipal,910-372-9151,https://www.facebook.com/duplincountygov/photos/a.617584825088121/1528154870697774/?type=3&theater,July 14th 8:30 am to 11:30 am,Must call to schedule an appointment,Closed,Yes,Yes,,testing only,Yes,,,NC,Duplin,molecular,Outdoor
11738,Charity Rebuild Center,"1333 W Charity Road, Rose Hill, NC",Rose Hill,Duplin County,Municipal,910-267-2044,https://www.facebook.com/duplincountygov/photos/a.617584825088121/1528154870697774/?type=3&theater,July 11th 9 am to Noon,Call for an appointment,Closed,Yes,Yes,,testing only,Yes,No,https://www.facebook.com/duplincountygov/photos/a.617584825088121/1528154870697774/?type=3&theater,NC,Duplin,molecular,Outdoor
11739,Beulaville Elementary School,"138 Lyman Rd, Beulaville, NC",Beulaville,Duplin County,Municipal,(910) 372-9151,https://www.facebook.com/pg/duplincountygov/posts/,July 16th 10:30 am to 1:30 pm,Call for an appointment,Closed,Yes,Yes,,testing only,Yes,,https://www.facebook.com/pg/duplincountygov/posts/,NC,Duplin,molecular,Outdoor
11742,Wallace Elementary School,"4266 S NC Highway 11, Wallace, NC",Wallace,Duplin County,Municipal,910-372-9151,https://www.facebook.com/pg/duplincountygov/posts/,July 16th 10:30 am to 1:30 pm,Call for an appointment,Closed,Yes,Yes,,testing only,Yes,No,https://www.facebook.com/pg/duplincountygov/posts/,NC,Duplin,molecular,Outdoor
11743,New Christian Chapel Baptist Church,"2283 NC-11, Rose Hill, NC, 28458, USA",Rose Hill,Duplin County,Municipal,910-267-2044,https://www.facebook.com/pg/duplincountygov/posts/,July 18th 9 am to 2 pm,Call for an appointment,Open,Yes,Yes,,testing only,Yes,No,https://www.facebook.com/pg/duplincountygov/posts/,NC,Duplin,molecular,Outdoor
11745,Edgecombe County Health Department,"2909 N Main Street, Tarboro, NC",Tarboro,Edgecombe County Health Department,Municipal,252-985-4100,https://www.edgecombecountync.gov/departments/health_department/index.php,July 13th & 15th 9 am to 11:30 am,Call for an appointment,Closed,Yes,Yes,,testing only,Yes,,https://www.edgecombecountync.gov/departments/health_department/index.php,NC,Edgecombe,molecular,Public Health Department
11746,Pine Tops Town Hall,"101 E Hamlet St, Pinetops, NC, 27864, USA",Pinetops,Edgecombe County Health Department,Municipal,252-985-4100,https://www.edgecombecountync.gov/departments/health_department/index.php,July 20th & 22nd 9 am to 11:30 am,Call for an appointment,Scheduled to Open,Yes,Yes,,testing only,Yes,No,https://www.edgecombecountync.gov/departments/health_department/index.php,NC,Edgecombe,molecular,Outdoor
